legacy_entity_type,legacy_id,new_entity_type,new_id,resolved_clean_id,migration_status,migration_method,notes
clean_sample,316,sample,TIEBA_0076,316,migrated,platform_sequence_stable_id,
clean_sample,317,sample,TIEBA_0077,317,migrated,platform_sequence_stable_id,
clean_sample,318,sample,TIEBA_0078,318,migrated,platform_sequence_stable_id,
clean_sample,319,sample,TIEBA_0079,319,migrated,platform_sequence_stable_id,
clean_sample,320,sample,TIEBA_0080,320,migrated,platform_sequence_stable_id,
clean_sample,321,sample,TIEBA_0081,321,migrated,platform_sequence_stable_id,
clean_sample,322,sample,TIEBA_0082,322,migrated,platform_sequence_stable_id,
clean_sample,323,sample,TIEBA_0083,323,migrated,platform_sequence_stable_id,
clean_sample,324,sample,TIEBA_0084,324,migrated,platform_sequence_stable_id,
clean_sample,325,sample,TIEBA_0085,325,migrated,platform_sequence_stable_id,
clean_sample,326,sample,TIEBA_0086,326,migrated,platform_sequence_stable_id,
clean_sample,327,sample,TIEBA_0087,327,migrated,platform_sequence_stable_id,
clean_sample,328,sample,TIEBA_0088,328,migrated,platform_sequence_stable_id,
clean_sample,329,sample,TIEBA_0089,329,migrated,platform_sequence_stable_id,
clean_sample,330,sample,TIEBA_0090,330,migrated,platform_sequence_stable_id,
clean_sample,331,sample,TIEBA_0091,331,migrated,platform_sequence_stable_id,
clean_sample,332,sample,TIEBA_0092,332,migrated,platform_sequence_stable_id,
clean_sample,333,sample,TIEBA_0093,333,migrated,platform_sequence_stable_id,
clean_sample,334,sample,TIEBA_0094,334,migrated,platform_sequence_stable_id,
clean_sample,335,sample,TIEBA_0095,335,migrated,platform_sequence_stable_id,
clean_sample,336,sample,TIEBA_0096,336,migrated,platform_sequence_stable_id,
clean_sample,337,sample,TIEBA_0097,337,migrated,platform_sequence_stable_id,
clean_sample,338,sample,TIEBA_0098,338,migrated,platform_sequence_stable_id,
clean_sample,339,sample,TIEBA_0099,339,migrated,platform_sequence_stable_id,
clean_sample,340,sample,TIEBA_0100,340,migrated,platform_sequence_stable_id,
clean_sample,341,sample,TIEBA_0101,341,migrated,platform_sequence_stable_id,
clean_sample,342,sample,TIEBA_0102,342,migrated,platform_sequence_stable_id,
clean_sample,343,sample,TIEBA_0103,343,migrated,platform_sequence_stable_id,
clean_sample,344,sample,TIEBA_0104,344,migrated,platform_sequence_stable_id,
clean_sample,345,sample,TIEBA_0105,345,migrated,platform_sequence_stable_id,
clean_sample,346,sample,TIEBA_0106,346,migrated,platform_sequence_stable_id,
clean_sample,347,sample,TIEBA_0107,347,migrated,platform_sequence_stable_id,
clean_sample,348,sample,TIEBA_0108,348,migrated,platform_sequence_stable_id,
clean_sample,349,sample,TIEBA_0109,349,migrated,platform_sequence_stable_id,
clean_sample,350,sample,TIEBA_0110,350,migrated,platform_sequence_stable_id,
clean_sample,351,sample,TIEBA_0111,351,migrated,platform_sequence_stable_id,
clean_sample,352,sample,TIEBA_0112,352,migrated,platform_sequence_stable_id,
clean_sample,353,sample,TIEBA_0113,353,migrated,platform_sequence_stable_id,
clean_sample,354,sample,TIEBA_0114,354,migrated,platform_sequence_stable_id,
clean_sample,355,sample,TIEBA_0115,355,migrated,platform_sequence_stable_id,
clean_sample,356,sample,TIEBA_0116,356,migrated,platform_sequence_stable_id,
clean_sample,357,sample,TIEBA_0117,357,migrated,platform_sequence_stable_id,
clean_sample,358,sample,TIEBA_0118,358,migrated,platform_sequence_stable_id,
clean_sample,359,sample,TIEBA_0119,359,migrated,platform_sequence_stable_id,
clean_sample,360,sample,TIEBA_0120,360,migrated,platform_sequence_stable_id,
evidence_unit,1_u1,evidence,NGA_0001_U01,121,migrated,unique_normalized_substring_match,legacy AI 标签未人工复核
evidence_unit,1_u2,evidence,NGA_0001_U02,121,migrated,unique_normalized_substring_match,legacy AI 标签未人工复核
evidence_unit,1_u3,evidence,NGA_0001_U03,121,migrated,unique_normalized_substring_match,legacy AI 标签未人工复核
evidence_unit,1_u4,evidence,NGA_0001_U04,121,migrated,unique_normalized_substring_match,legacy AI 标签未人工复核
evidence_unit,2_u1,evidence,NGA_0002_U01,122,migrated,unique_normalized_substring_match,legacy AI 标签未人工复核
