candidate_id,source_kind,evidence_id,sample_id,platform_source,unit_text,surface_topic,mechanism_label,label_source,include_as_evidence,review_status,notes
NGA_0006_U03,legacy_migrated,NGA_0006_U03,NGA_0006,NGA,你要真是法师糕手天天拿大核下能兜底打输出上能找机会秒ad开团，那也没必要把自己划进春绿丢子一类 玩个丢子还给自己优越起来了？,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0006_U04,legacy_migrated,NGA_0006_U04,NGA_0006,NGA,坦克要抓机会开团或者看阵容保后排反手，牺牲自己游戏体验来弥补团队短板提高团队胜率；战士刺客要看进场时机，什么时候该打一套拉开什么时候allin，操作要细不然伤害不一定够；adc更是被针对也是输出核心，就算被开指不定还能靠吸血拉扯继续输出。大家都在是在刀尖上操作的人，你丢子是个什么东西？,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0006_U05,legacy_migrated,NGA_0006_U05,NGA_0006,NGA,预判中技能和走位躲技能也叫操作的话什么英雄不要操作？互丢局我还算你热血沸腾的对局，有前排的局不就是躲在前排后面丢对面？除了几个真能当英雄的法师，丢子就是前期上点压力，后期老实做功能性蹭局势。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0006_U06,legacy_migrated,NGA_0006_U06,NGA_0006,NGA,看你那发言，丢子清兵还要考虑？兵线进塔就是丢子不干事。玩的那几个英雄也就木木泰坦能开团，也都是假坦克出全肉也脆的要死。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0006_U07,legacy_migrated,NGA_0006_U07,NGA_0006,NGA,你这种人我以前也碰到过两个，不看阵容只玩丢子，被冲脸杀了就说煞笔英雄纯靠数值一点操作都不需要，结果自己去玩轻装战士玩的像屎进去就死。,community_conflict,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0006_U08,legacy_migrated,NGA_0006_U08,NGA_0006,NGA,膈应心之钢是对的，无脑心之钢就是蠢。但是亚索胜率第11,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0007_U01,legacy_migrated,NGA_0007_U01,NGA_0007,NGA,大部分对局全是丢子在那隔着屏幕互相丢，不加入吧基本游戏体验还不如挂机，加入吧，又实在是觉得毫无交互体验，丢子能玩的海克斯太多了。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0007_U02,legacy_migrated,NGA_0007_U02,NGA_0007,NGA,我感觉很多丢子玩家对近战玩家的恶意来源于那些无脑钢，乱冲的近战导致游戏体验不好，但是前排尽职尽责挨打抗伤害的时候碰到那些瞎丢瞎玩的后排时又找谁说理去呢是吧。,community_conflict,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0007_U03,legacy_migrated,NGA_0007_U03,NGA_0007,NGA,我想体验一下新龙女的肉搏能力，选了10把，只有1把对面有个曙光，其余全是法师ad刺客，真给我打得人麻了。,matchmaking,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0007_U04,legacy_migrated,NGA_0007_U04,NGA_0007,NGA,现在只有js能带来愉悦，如果再来个裁决使将会是绝杀。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0008_U01,legacy_migrated,NGA_0008_U01,NGA_0008,NGA,现在怒气增长吃终极技能急速，残疫、钢壁甚至猎魔人都能增加怒气获取，但偏偏不吃技能急速，公理圆弧效果也不能直接涨一截怒气。,balance,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0008_U02,legacy_migrated,NGA_0008_U02,NGA_0008,NGA,不清楚会不会吃全凭身法，但应该会吃“终极唤醒”和“和我一起困在这里”加的终极技能急速。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0008_U03,legacy_migrated,NGA_0008_U03,NGA_0008,NGA,但我觉得最胡的应该是三面包彩蛋了，直接250终极技能急速。,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0009_U01,legacy_migrated,NGA_0009_U01,NGA_0009,NGA,打了把挺胡的，但是问题是一波团打完，推不平对面的话，等对面复活是绝对没怒开大的，导致就是回合制，最后输掉游戏。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0009_U02,legacy_migrated,NGA_0009_U02,NGA_0009,NGA,讲道理我这把23分钟26w伤害已经很尽力了,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0010_U01,legacy_migrated,NGA_0010_U01,NGA_0010,NGA,打陀螺主Q，打丢子主E，火炬影焰法穿鞋公式三件，辣椒油或者坦克多补双烧，前排多再出峡谷游龙。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0010_U02,legacy_migrated,NGA_0010_U02,NGA_0010,NGA,池子太好了有点莉莉娅基础的很容易游龙，近可抽近战陀螺、远可恶心丢子，稍微来点熟练度就是没有缺点的AP，很难防莉莉娅进场。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0011_U01,legacy_migrated,NGA_0011_U01,NGA_0011,NGA,把不出鞋的毛病改了就行，前期有鞋没鞋就是遛狗和被遛的区别。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0011_U02,legacy_migrated,NGA_0011_U02,NGA_0011,NGA,对面控少法穿鞋，控多魔抗鞋。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0011_U03,legacy_migrated,NGA_0011_U03,NGA_0011,NGA,比买大件省的钱拿去锻体就行。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0011_U04,legacy_migrated,NGA_0011_U04,NGA_0011,NGA,经济一样的经济出一个大件和魔抗鞋+2次锻体差不多。,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0011_U05,legacy_migrated,NGA_0011_U05,NGA_0011,NGA,莉莉娅池子比较干净是一方面，通用海克斯都能消化是另一优势。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0011_U06,legacy_migrated,NGA_0011_U06,NGA_0011,NGA,平A短手不像狐狸一样一堆射手海克斯。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0011_U07,legacy_migrated,NGA_0011_U07,NGA_0011,NGA,肉海克斯也有用。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0012_U01,legacy_migrated,NGA_0012_U01,NGA_0012,NGA,拿到一把蛇女虚空裂隙+吸血习性+冰寒，队友还有个炼金，团一打起来两大摊缚地给地上铺满，然后我q都懒得按eeeeeeee对面被虚空裂隙+冰寒减速走又走不动位移又交不出来，大招看哪里人多往哪按都不管能不能晕住把裂隙触发出来了就行。感觉往键盘上撒把米放只鸡来啄都能打赢,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0013_U01,legacy_migrated,NGA_0013_U01,NGA_0013,NGA,今天刚打一把，对面酸辣粉第一个裂隙把我们五个压着打,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0013_U02,legacy_migrated,NGA_0013_U02,NGA_0013,NGA,抗压到第二个海克斯我们卡特也拿到了,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0013_U03,legacy_migrated,NGA_0013_U03,NGA_0013,NGA,直接翻身做主人把对面平推了,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0014_U01,legacy_migrated,NGA_0014_U01,NGA_0014,NGA,上次碰到一个奥恩，玩一整把玩到接近20分钟了大招一次二段羊都没撞到过(不是被打断，就是他自己二段撞不到)，,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0014_U02,legacy_migrated,NGA_0014_U02,NGA_0014,NGA,我问了句：20分钟了还没学会放大？,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0014_U03,legacy_migrated,NGA_0014_U03,NGA_0014,NGA,他就说：你这么厉害你带我赢吧然后就挂机去泉水里跳舞了,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0015_U01,legacy_migrated,NGA_0015_U01,NGA_0015,NGA,有一把我们女警打团一点伤害都没有，点开tab看了一眼万瞄飓风的女警。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0015_U02,legacy_migrated,NGA_0015_U02,NGA_0015,NGA,我公屏问了一句哥们你这装备有伤害吗，他就挂机骂我出装警察，娱乐模式还要指指点点，然后说自己无所谓输了就输了。,community_conflict,norm_safety_risk,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0015_U03,legacy_migrated,NGA_0015_U03,NGA_0015,NGA,后面我们4打5推到对面水晶他来了一句为什么不投降，看可能要赢了又自己走出来打打团。,community_conflict,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0015_U04,legacy_migrated,NGA_0015_U04,NGA_0015,NGA,不清楚这种队友脑回路是什么样的，我也没教他出什么选什么海克斯也没言语骂他，如果这陈述事实也算骂人那我没得说了。,community_conflict,trust_communication_gap,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0015_U05,legacy_migrated,NGA_0015_U05,NGA_0015,NGA,虽然输了这把是真的爽，回归基本功巨杀缩小引擎的人马，对面还基本上是战士刺客，玩一把爽一年。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0016_U01,legacy_migrated,NGA_0016_U01,NGA_0016,NGA,常年单排路人补前排，都是号角眼泪出门。,matchmaking,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0016_U02,legacy_migrated,NGA_0016_U02,NGA_0016,NGA,如果队友抽象就开钢自己玩自己的。,other_uncertain,trust_communication_gap,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0016_U03,legacy_migrated,NGA_0016_U03,NGA_0016,NGA,如果队友靠谱就公式化败魔兰盾，这时候出完两件套对面c位大概率没做穿透，可以爽游龙五分钟。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0016_U04,legacy_migrated,NGA_0016_U04,NGA_0016,NGA,如果对面是收集者ad，我喜欢直接裸个冰心看他打团发呆。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0016_U05,legacy_migrated,NGA_0016_U05,NGA_0016,NGA,如果对面刺客多自己这边偏丢我都考虑做一件肉之后尽量早点做骑士保下c位。,balance,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0016_U06,legacy_migrated,NGA_0016_U06,NGA_0016,NGA,心之钢纯纯是自己摆烂才会出的装备。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0017_U01,legacy_migrated,NGA_0017_U01,NGA_0017,NGA,火男看阵容，遇到丢子和刺客时挺拉的。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0017_U02,legacy_migrated,NGA_0017_U02,NGA_0017,NGA,遇到坦克和笨b一点的战士就非常爽。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0017_U03,legacy_migrated,NGA_0017_U03,NGA_0017,NGA,我玩丢子的时候完全不怕火男，但是玩肉看到个火男就很烦,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0018_U01,legacy_migrated,NGA_0018_U01,NGA_0018,NGA,遥想当年还是神话版本，讯刃还是攻击力。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0018_U02,legacy_migrated,NGA_0018_U02,NGA_0018,NGA,我玩了一把野排卢仙，你想象一下，我的后面一个丁真一个娜美，我的前面一个布隆一个日女，纯纯人型自走炮。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0018_U03,legacy_migrated,NGA_0018_U03,NGA_0018,NGA,我清楚记得对面有个女枪，对面一开大，你懂那种布隆加盾火光四射，五人稳步前进的救赎感吗？,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0018_U04,legacy_migrated,NGA_0018_U04,NGA_0018,NGA,那把我杀了52个 500攻击力饮血红药丁真娜美带个布隆被动的卢仙，现在想想都直流水,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0019_U01,legacy_migrated,NGA_0019_U01,NGA_0019,NGA,说实话没啥用，加一起就比循环往复强一点。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0019_U02,legacy_migrated,NGA_0019_U02,NGA_0019,NGA,考虑到还要分三次发给你，循环往复拿到直接就全技能60技能急速，我甚至觉得三个加一起不如循环往复。,other_uncertain,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0020_U01,legacy_migrated,NGA_0020_U01,NGA_0020,NGA,差不多吧，反正炽天使是换不掉，打的太后期了，带炽天使蓝也不够用,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0020_U02,legacy_migrated,NGA_0020_U02,NGA_0020,NGA,这把主要是掷骰羁绊来的早，锻体早，法穿cd啥的锻的多，对面也就一个特别肉，所以还能打动,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0020_U03,legacy_migrated,NGA_0020_U03,NGA_0020,NGA,3个大肉局躺平吧，普通法师等死就可以了,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0020_U04,legacy_migrated,NGA_0020_U04,NGA_0020,NGA,后面玩了把尤里卡+掷骰锻体的火男，对面狗熊蒙多+羊，毫无还手之力,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0021_U01,legacy_migrated,NGA_0021_U01,NGA_0021,NGA,匹配机制就导致了一旦你连胜或者连败，要把你近期胜率“拉”回五十接下来就会反向连胜连败,matchmaking,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0021_U02,legacy_migrated,NGA_0021_U02,NGA_0021,NGA,说实话相当脑残,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0022_U01,legacy_migrated,NGA_0022_U01,NGA_0022,NGA,是的，尤其是单排的时候连胜多了就很容易遇到畜生，选个提莫也没有物转法第一个就出收集者，除了k头其他时间就像在四打五然后队友也不点，硬坐十几分钟牢体验拉满了。,matchmaking,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0022_U02,legacy_migrated,NGA_0022_U02,NGA_0022,NGA,如果匹配机制公平就应该把这种提莫和不爱点的人绑死在一起玩一辈子，互相抽象互相快乐,matchmaking,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0023_U01,legacy_migrated,NGA_0023_U01,NGA_0023,NGA,主要是你不知道会匹配到什么人和海克斯。,matchmaking,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0023_U02,legacy_migrated,NGA_0023_U02,NGA_0023,NGA,我之前一把开局掉线，连回来的时候队友两个天胡哥顶在二塔，两边一塔都掉了。,other_uncertain,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0023_U03,legacy_migrated,NGA_0023_U03,NGA_0023,NGA,还有前几天一把，3分钟掉一塔，5分钟掉二塔，被人狂越塔杀，完全还不了手，结果对面发癫连送几波给我们反推赢了。,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0024_U01,legacy_migrated,NGA_0024_U01,NGA_0024,NGA,但能一队五个人三个人乱出忍不了了。,matchmaking,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0024_U02,legacy_migrated,NGA_0024_U02,NGA_0024,NGA,第一个干的是剑圣。在对面开局俩肉进游戏三腰带，自己选接二连三的情况下，第一件掏了个收集者。,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0024_U03,legacy_migrated,NGA_0024_U03,NGA_0024,NGA,第二个干的是冰女。你说残疫很关键我能理解，但你第二件出了个时光杖？,balance,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0024_U04,legacy_migrated,NGA_0024_U04,NGA_0024,NGA,第三件金身是要防什么，对面这阵容需要你e进去开团吗？,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0024_U05,legacy_migrated,NGA_0024_U05,NGA_0024,NGA,最后大虫子也干了。四下雪天能出全肉的啊，但凡黑屏的时候读读描述呢。,other_uncertain,uncertain,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0024_U06,legacy_migrated,NGA_0024_U06,NGA_0024,NGA,唯一的ap装是时光杖，怎么又是你，这是什么很超模的装备吗？,balance,fairness_threat,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
NGA_0025_U01,legacy_migrated,NGA_0025_U01,NGA_0025,NGA,如果队友这种出装你还需要出警的话，那我可不可以说你魔抗做得太晚了，对面4个AP伤害+1个半肉AD，你前三件都不出个魔抗，狂徒优先级有那么高么？,other_uncertain,competence_frustration,legacy_ai,yes,legacy_ai_label_unreviewed,legacy 迁移证据
