queue_item_id,entity_type,entity_id,source_sample_id,current_status,priority,notes
RQ_00020,legacy_evidence,NGA_0003_U11,NGA_0003,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00021,legacy_evidence,NGA_0004_U01,NGA_0004,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00022,legacy_evidence,NGA_0004_U02,NGA_0004,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00023,legacy_evidence,NGA_0004_U03,NGA_0004,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00024,legacy_evidence,NGA_0005_U01,NGA_0005,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00025,legacy_evidence,NGA_0005_U02,NGA_0005,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00026,legacy_evidence,NGA_0005_U03,NGA_0005,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00027,legacy_evidence,NGA_0005_U04,NGA_0005,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00028,legacy_evidence,NGA_0005_U05,NGA_0005,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00029,legacy_evidence,NGA_0005_U06,NGA_0005,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00030,legacy_evidence,NGA_0005_U07,NGA_0005,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00031,legacy_evidence,NGA_0005_U08,NGA_0005,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00032,legacy_evidence,NGA_0005_U09,NGA_0005,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00033,legacy_evidence,NGA_0006_U01,NGA_0006,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00034,legacy_evidence,NGA_0006_U02,NGA_0006,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00035,legacy_evidence,NGA_0006_U03,NGA_0006,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00036,legacy_evidence,NGA_0006_U04,NGA_0006,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00037,legacy_evidence,NGA_0006_U05,NGA_0006,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00038,legacy_evidence,NGA_0006_U06,NGA_0006,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00039,legacy_evidence,NGA_0006_U07,NGA_0006,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00040,legacy_evidence,NGA_0006_U08,NGA_0006,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00041,legacy_evidence,NGA_0007_U01,NGA_0007,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00042,legacy_evidence,NGA_0007_U02,NGA_0007,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00043,legacy_evidence,NGA_0007_U03,NGA_0007,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00044,legacy_evidence,NGA_0007_U04,NGA_0007,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00045,legacy_evidence,NGA_0008_U01,NGA_0008,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00046,legacy_evidence,NGA_0008_U02,NGA_0008,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00047,legacy_evidence,NGA_0008_U03,NGA_0008,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00048,legacy_evidence,NGA_0009_U01,NGA_0009,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00049,legacy_evidence,NGA_0009_U02,NGA_0009,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00050,legacy_evidence,NGA_0010_U01,NGA_0010,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00051,legacy_evidence,NGA_0010_U02,NGA_0010,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00052,legacy_evidence,NGA_0011_U01,NGA_0011,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00053,legacy_evidence,NGA_0011_U02,NGA_0011,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00054,legacy_evidence,NGA_0011_U03,NGA_0011,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00055,legacy_evidence,NGA_0011_U04,NGA_0011,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00056,legacy_evidence,NGA_0011_U05,NGA_0011,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00057,legacy_evidence,NGA_0011_U06,NGA_0011,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00058,legacy_evidence,NGA_0011_U07,NGA_0011,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00059,legacy_evidence,NGA_0012_U01,NGA_0012,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00060,legacy_evidence,NGA_0013_U01,NGA_0013,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00061,legacy_evidence,NGA_0013_U02,NGA_0013,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00062,legacy_evidence,NGA_0013_U03,NGA_0013,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00063,legacy_evidence,NGA_0014_U01,NGA_0014,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00064,legacy_evidence,NGA_0014_U02,NGA_0014,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00065,legacy_evidence,NGA_0014_U03,NGA_0014,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00066,legacy_evidence,NGA_0015_U01,NGA_0015,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00067,legacy_evidence,NGA_0015_U02,NGA_0015,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00068,legacy_evidence,NGA_0015_U03,NGA_0015,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00069,legacy_evidence,NGA_0015_U04,NGA_0015,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00070,legacy_evidence,NGA_0015_U05,NGA_0015,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00071,legacy_evidence,NGA_0016_U01,NGA_0016,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00072,legacy_evidence,NGA_0016_U02,NGA_0016,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00073,legacy_evidence,NGA_0016_U03,NGA_0016,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00074,legacy_evidence,NGA_0016_U04,NGA_0016,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00075,legacy_evidence,NGA_0016_U05,NGA_0016,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00076,legacy_evidence,NGA_0016_U06,NGA_0016,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00077,legacy_evidence,NGA_0017_U01,NGA_0017,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00078,legacy_evidence,NGA_0017_U02,NGA_0017,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00079,legacy_evidence,NGA_0017_U03,NGA_0017,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00080,legacy_evidence,NGA_0018_U01,NGA_0018,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00081,legacy_evidence,NGA_0018_U02,NGA_0018,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00082,legacy_evidence,NGA_0018_U03,NGA_0018,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00083,legacy_evidence,NGA_0018_U04,NGA_0018,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00084,legacy_evidence,NGA_0019_U01,NGA_0019,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00085,legacy_evidence,NGA_0019_U02,NGA_0019,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00086,legacy_evidence,NGA_0020_U01,NGA_0020,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00087,legacy_evidence,NGA_0020_U02,NGA_0020,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00088,legacy_evidence,NGA_0020_U03,NGA_0020,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00089,legacy_evidence,NGA_0020_U04,NGA_0020,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00090,legacy_evidence,NGA_0021_U01,NGA_0021,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00091,legacy_evidence,NGA_0021_U02,NGA_0021,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00092,legacy_evidence,NGA_0022_U01,NGA_0022,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00093,legacy_evidence,NGA_0022_U02,NGA_0022,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00094,legacy_evidence,NGA_0023_U01,NGA_0023,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00095,legacy_evidence,NGA_0023_U02,NGA_0023,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00096,legacy_evidence,NGA_0023_U03,NGA_0023,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00097,legacy_evidence,NGA_0024_U01,NGA_0024,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00098,legacy_evidence,NGA_0024_U02,NGA_0024,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00099,legacy_evidence,NGA_0024_U03,NGA_0024,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00100,legacy_evidence,NGA_0024_U04,NGA_0024,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00101,legacy_evidence,NGA_0024_U05,NGA_0024,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00102,legacy_evidence,NGA_0024_U06,NGA_0024,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00103,legacy_evidence,NGA_0025_U01,NGA_0025,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00104,legacy_evidence,NGA_0025_U02,NGA_0025,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00105,legacy_evidence,NGA_0025_U03,NGA_0025,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00106,legacy_evidence,NGA_0026_U01,NGA_0026,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00107,legacy_evidence,NGA_0026_U02,NGA_0026,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00108,legacy_evidence,NGA_0026_U03,NGA_0026,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00109,legacy_evidence,NGA_0026_U04,NGA_0026,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00110,legacy_evidence,NGA_0026_U05,NGA_0026,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00111,legacy_evidence,NGA_0027_U01,NGA_0027,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00112,legacy_evidence,NGA_0027_U02,NGA_0027,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00113,legacy_evidence,NGA_0027_U03,NGA_0027,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00114,legacy_evidence,NGA_0027_U04,NGA_0027,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00115,legacy_evidence,NGA_0028_U01,NGA_0028,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00116,legacy_evidence,NGA_0028_U02,NGA_0028,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00117,legacy_evidence,NGA_0028_U03,NGA_0028,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00118,legacy_evidence,NGA_0028_U04,NGA_0028,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00119,legacy_evidence,NGA_0028_U05,NGA_0028,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00120,legacy_evidence,NGA_0029_U01,NGA_0029,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00121,legacy_evidence,NGA_0029_U02,NGA_0029,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00122,legacy_evidence,NGA_0029_U03,NGA_0029,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00123,legacy_evidence,NGA_0029_U04,NGA_0029,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00124,legacy_evidence,NGA_0029_U05,NGA_0029,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00125,legacy_evidence,NGA_0029_U06,NGA_0029,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00126,legacy_evidence,NGA_0029_U07,NGA_0029,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00127,legacy_evidence,NGA_0030_U01,NGA_0030,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00128,legacy_evidence,NGA_0030_U02,NGA_0030,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00129,legacy_evidence,NGA_0030_U03,NGA_0030,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00130,legacy_evidence,NGA_0031_U01,NGA_0031,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00131,legacy_evidence,NGA_0031_U02,NGA_0031,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00132,legacy_evidence,NGA_0031_U03,NGA_0031,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00133,legacy_evidence,NGA_0032_U01,NGA_0032,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00134,legacy_evidence,NGA_0032_U02,NGA_0032,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00135,legacy_evidence,NGA_0033_U01,NGA_0033,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00136,legacy_evidence,NGA_0033_U02,NGA_0033,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00137,legacy_evidence,NGA_0033_U03,NGA_0033,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00138,legacy_evidence,NGA_0034_U01,NGA_0034,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00139,legacy_evidence,NGA_0034_U02,NGA_0034,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00140,legacy_evidence,NGA_0034_U03,NGA_0034,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00141,legacy_evidence,NGA_0034_U04,NGA_0034,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00142,legacy_evidence,NGA_0035_U01,NGA_0035,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00143,legacy_evidence,NGA_0035_U02,NGA_0035,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00144,legacy_evidence,NGA_0035_U03,NGA_0035,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00145,legacy_evidence,NGA_0035_U04,NGA_0035,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00146,legacy_evidence,NGA_0035_U05,NGA_0035,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00147,legacy_evidence,NGA_0035_U06,NGA_0035,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00148,legacy_evidence,NGA_0035_U07,NGA_0035,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00149,legacy_evidence,NGA_0035_U08,NGA_0035,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00150,legacy_evidence,NGA_0035_U09,NGA_0035,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00151,legacy_evidence,NGA_0036_U01,NGA_0036,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00152,legacy_evidence,NGA_0036_U02,NGA_0036,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00153,legacy_evidence,NGA_0036_U03,NGA_0036,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00154,legacy_evidence,NGA_0037_U01,NGA_0037,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00155,legacy_evidence,NGA_0037_U02,NGA_0037,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00156,legacy_evidence,NGA_0037_U03,NGA_0037,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00157,legacy_evidence,NGA_0038_U01,NGA_0038,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00158,legacy_evidence,NGA_0038_U02,NGA_0038,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00159,legacy_evidence,NGA_0038_U03,NGA_0038,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00160,legacy_evidence,NGA_0038_U04,NGA_0038,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00161,legacy_evidence,NGA_0038_U05,NGA_0038,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00162,legacy_evidence,NGA_0038_U06,NGA_0038,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00163,legacy_evidence,NGA_0038_U07,NGA_0038,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00164,legacy_evidence,NGA_0039_U01,NGA_0039,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00165,legacy_evidence,NGA_0039_U02,NGA_0039,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00166,legacy_evidence,NGA_0039_U03,NGA_0039,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00167,legacy_evidence,NGA_0039_U04,NGA_0039,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00168,legacy_evidence,NGA_0039_U05,NGA_0039,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00169,legacy_evidence,NGA_0040_U01,NGA_0040,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00170,legacy_evidence,NGA_0040_U02,NGA_0040,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00171,legacy_evidence,NGA_0041_U01,NGA_0041,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00172,legacy_evidence,NGA_0041_U02,NGA_0041,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00173,legacy_evidence,NGA_0042_U01,NGA_0042,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00174,legacy_evidence,NGA_0042_U02,NGA_0042,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00175,legacy_evidence,NGA_0042_U03,NGA_0042,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00176,legacy_evidence,NGA_0043_U01,NGA_0043,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00177,legacy_evidence,NGA_0043_U02,NGA_0043,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00178,legacy_evidence,NGA_0043_U03,NGA_0043,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00179,legacy_evidence,NGA_0043_U04,NGA_0043,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00180,legacy_evidence,NGA_0043_U05,NGA_0043,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00181,legacy_evidence,NGA_0044_U01,NGA_0044,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00182,legacy_evidence,NGA_0044_U02,NGA_0044,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00183,legacy_evidence,NGA_0044_U03,NGA_0044,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00184,legacy_evidence,NGA_0045_U01,NGA_0045,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00185,legacy_evidence,NGA_0045_U02,NGA_0045,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00186,legacy_evidence,NGA_0045_U03,NGA_0045,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00187,legacy_evidence,NGA_0045_U04,NGA_0045,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00188,legacy_evidence,NGA_0045_U05,NGA_0045,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00189,legacy_evidence,NGA_0045_U06,NGA_0045,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00190,legacy_evidence,NGA_0046_U01,NGA_0046,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00191,legacy_evidence,NGA_0046_U02,NGA_0046,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00192,legacy_evidence,NGA_0047_U01,NGA_0047,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00193,legacy_evidence,NGA_0047_U02,NGA_0047,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00194,legacy_evidence,NGA_0047_U03,NGA_0047,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00195,legacy_evidence,NGA_0047_U04,NGA_0047,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00196,legacy_evidence,NGA_0048_U01,NGA_0048,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00197,legacy_evidence,NGA_0048_U02,NGA_0048,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00198,legacy_evidence,NGA_0048_U03,NGA_0048,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00199,legacy_evidence,NGA_0048_U04,NGA_0048,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00200,legacy_evidence,NGA_0048_U05,NGA_0048,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00201,legacy_evidence,NGA_0049_U01,NGA_0049,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00202,legacy_evidence,NGA_0049_U02,NGA_0049,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00203,legacy_evidence,NGA_0049_U03,NGA_0049,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00204,legacy_evidence,NGA_0050_U01,NGA_0050,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00205,legacy_evidence,NGA_0050_U02,NGA_0050,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00206,legacy_evidence,NGA_0050_U03,NGA_0050,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00207,legacy_evidence,NGA_0050_U04,NGA_0050,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00208,legacy_evidence,NGA_0051_U01,NGA_0051,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00209,legacy_evidence,NGA_0051_U02,NGA_0051,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00210,legacy_evidence,NGA_0051_U03,NGA_0051,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00211,legacy_evidence,NGA_0052_U01,NGA_0052,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00212,legacy_evidence,NGA_0052_U02,NGA_0052,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00213,legacy_evidence,NGA_0052_U03,NGA_0052,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
RQ_00214,legacy_evidence,NGA_0052_U04,NGA_0052,legacy_ai_label_unreviewed,normal,legacy 迁移证据待人工复核
