issue_type,source_id,referenced_id,detail
evidence_unit_semantic_no_match,9_u1,9,unit_text 唯一命中 clean id=129（parent_id 错位）; sim=0.055 ngram=0.0
evidence_unit_semantic_no_match,9_u2,9,unit_text 唯一命中 clean id=129（parent_id 错位）; sim=0.0267 ngram=0.0
evidence_unit_semantic_no_match,10_u1,10,unit_text 唯一命中 clean id=130（parent_id 错位）; sim=0.0933 ngram=0.0
evidence_unit_semantic_no_match,10_u2,10,unit_text 唯一命中 clean id=130（parent_id 错位）; sim=0.0676 ngram=0.0
evidence_unit_semantic_no_match,11_u1,11,unit_text 唯一命中 clean id=131（parent_id 错位）; sim=0.0631 ngram=0.0
evidence_unit_semantic_no_match,11_u2,11,unit_text 唯一命中 clean id=131（parent_id 错位）; sim=0.0483 ngram=0.0
evidence_unit_semantic_no_match,11_u3,11,unit_text 唯一命中 clean id=131（parent_id 错位）; sim=0.0483 ngram=0.0
evidence_unit_semantic_no_match,11_u4,11,unit_text 唯一命中 clean id=131（parent_id 错位）; sim=0.055 ngram=0.0
evidence_unit_semantic_no_match,11_u5,11,unit_text 唯一命中 clean id=131（parent_id 错位）; sim=0.045 ngram=0.0
evidence_unit_semantic_no_match,11_u6,11,unit_text 唯一命中 clean id=131（parent_id 错位）; sim=0.0379 ngram=0.0
evidence_unit_semantic_no_match,11_u7,11,unit_text 唯一命中 clean id=131（parent_id 错位）; sim=0.0498 ngram=0.0
evidence_unit_semantic_no_match,12_u1,12,unit_text 唯一命中 clean id=132（parent_id 错位）; sim=0.0747 ngram=0.0189
evidence_unit_semantic_no_match,13_u1,13,unit_text 唯一命中 clean id=133（parent_id 错位）; sim=0.0173 ngram=0.0
evidence_unit_semantic_no_match,13_u2,13,unit_text 唯一命中 clean id=133（parent_id 错位）; sim=0.0058 ngram=0.0
evidence_unit_semantic_no_match,13_u3,13,unit_text 唯一命中 clean id=133（parent_id 错位）; sim=0.0117 ngram=0.0
evidence_unit_semantic_no_match,14_u1,14,unit_text 唯一命中 clean id=134（parent_id 错位）; sim=0.0585 ngram=0.0
evidence_unit_semantic_no_match,14_u2,14,unit_text 唯一命中 clean id=134（parent_id 错位）; sim=0.0237 ngram=0.0
evidence_unit_semantic_no_match,14_u3,14,unit_text 唯一命中 clean id=134（parent_id 错位）; sim=0.0562 ngram=0.0
evidence_unit_semantic_no_match,15_u1,15,unit_text 唯一命中 clean id=135（parent_id 错位）; sim=0.062 ngram=0.0
evidence_unit_semantic_no_match,15_u2,15,unit_text 唯一命中 clean id=135（parent_id 错位）; sim=0.1208 ngram=0.0
evidence_unit_semantic_no_match,15_u3,15,unit_text 唯一命中 clean id=135（parent_id 错位）; sim=0.1029 ngram=0.0
evidence_unit_semantic_no_match,15_u4,15,unit_text 唯一命中 clean id=135（parent_id 错位）; sim=0.0533 ngram=0.0
evidence_unit_semantic_no_match,15_u5,15,unit_text 唯一命中 clean id=135（parent_id 错位）; sim=0.1143 ngram=0.0
evidence_unit_semantic_no_match,16_u1,16,unit_text 唯一命中 clean id=136（parent_id 错位）; sim=0.0684 ngram=0.0
evidence_unit_semantic_no_match,16_u2,16,unit_text 唯一命中 clean id=136（parent_id 错位）; sim=0.0351 ngram=0.0
evidence_unit_semantic_no_match,16_u3,16,unit_text 唯一命中 clean id=136（parent_id 错位）; sim=0.1127 ngram=0.0
evidence_unit_semantic_no_match,16_u4,16,unit_text 唯一命中 clean id=136（parent_id 错位）; sim=0.08 ngram=0.0
evidence_unit_semantic_no_match,16_u5,16,unit_text 唯一命中 clean id=136（parent_id 错位）; sim=0.0752 ngram=0.0
evidence_unit_semantic_no_match,16_u6,16,unit_text 唯一命中 clean id=136（parent_id 错位）; sim=0.0522 ngram=0.0
evidence_unit_semantic_no_match,17_u1,17,unit_text 唯一命中 clean id=137（parent_id 错位）; sim=0.0411 ngram=0.0
evidence_unit_semantic_no_match,17_u2,17,unit_text 唯一命中 clean id=137（parent_id 错位）; sim=0.0276 ngram=0.0
evidence_unit_semantic_no_match,17_u3,17,unit_text 唯一命中 clean id=137（parent_id 错位）; sim=0.039 ngram=0.0
evidence_unit_semantic_no_match,18_u1,18,unit_text 唯一命中 clean id=138（parent_id 错位）; sim=0.0181 ngram=0.0
evidence_unit_semantic_no_match,18_u2,18,unit_text 唯一命中 clean id=138（parent_id 错位）; sim=0.0317 ngram=0.0
evidence_unit_semantic_no_match,18_u3,18,unit_text 唯一命中 clean id=138（parent_id 错位）; sim=0.0408 ngram=0.0
evidence_unit_semantic_no_match,18_u4,18,unit_text 唯一命中 clean id=138（parent_id 错位）; sim=0.0165 ngram=0.0
evidence_unit_semantic_no_match,19_u1,19,unit_text 唯一命中 clean id=139（parent_id 错位）; sim=0.0811 ngram=0.0
evidence_unit_semantic_no_match,19_u2,19,unit_text 唯一命中 clean id=139（parent_id 错位）; sim=0.098 ngram=0.0
evidence_unit_semantic_no_match,20_u1,20,unit_text 唯一命中 clean id=140（parent_id 错位）; sim=0.0916 ngram=0.0
evidence_unit_semantic_no_match,20_u2,20,unit_text 唯一命中 clean id=140（parent_id 错位）; sim=0.1119 ngram=0.0244
evidence_unit_semantic_no_match,20_u3,20,unit_text 唯一命中 clean id=140（parent_id 错位）; sim=0.1008 ngram=0.0
evidence_unit_semantic_no_match,20_u4,20,unit_text 唯一命中 clean id=140（parent_id 错位）; sim=0.0758 ngram=0.0333
evidence_unit_semantic_no_match,21_u1,21,unit_text 唯一命中 clean id=141（parent_id 错位）; sim=0.0153 ngram=0.0
evidence_unit_semantic_no_match,21_u2,21,unit_text 唯一命中 clean id=141（parent_id 错位）; sim=0.0088 ngram=0.0
evidence_unit_semantic_no_match,22_u1,22,unit_text 唯一命中 clean id=142（parent_id 错位）; sim=0.0824 ngram=0.0
evidence_unit_semantic_no_match,22_u2,22,unit_text 唯一命中 clean id=142（parent_id 错位）; sim=0.0455 ngram=0.0
evidence_unit_semantic_no_match,23_u1,23,unit_text 唯一命中 clean id=143（parent_id 错位）; sim=0.0659 ngram=0.0588
evidence_unit_semantic_no_match,23_u2,23,unit_text 唯一命中 clean id=143（parent_id 错位）; sim=0.1481 ngram=0.0
evidence_unit_semantic_no_match,23_u3,23,unit_text 唯一命中 clean id=143（parent_id 错位）; sim=0.0794 ngram=0.0
evidence_unit_semantic_no_match,24_u1,24,unit_text 唯一命中 clean id=144（parent_id 错位）; sim=0.0465 ngram=0.0
evidence_unit_semantic_no_match,24_u2,24,unit_text 唯一命中 clean id=144（parent_id 错位）; sim=0.1053 ngram=0.0
evidence_unit_semantic_no_match,24_u3,24,unit_text 唯一命中 clean id=144（parent_id 错位）; sim=0.0784 ngram=0.0
evidence_unit_semantic_no_match,24_u4,24,unit_text 唯一命中 clean id=144（parent_id 错位）; sim=0.1053 ngram=0.0
evidence_unit_semantic_no_match,24_u5,24,unit_text 唯一命中 clean id=144（parent_id 错位）; sim=0.0784 ngram=0.0
evidence_unit_semantic_no_match,24_u6,24,unit_text 唯一命中 clean id=144（parent_id 错位）; sim=0.102 ngram=0.0
evidence_unit_semantic_no_match,25_u1,25,unit_text 唯一命中 clean id=145（parent_id 错位）; sim=0.0598 ngram=0.0145
evidence_unit_semantic_no_match,25_u2,25,unit_text 唯一命中 clean id=145（parent_id 错位）; sim=0.025 ngram=0.0
evidence_unit_semantic_no_match,25_u3,25,unit_text 唯一命中 clean id=145（parent_id 错位）; sim=0.0295 ngram=0.0
evidence_unit_semantic_no_match,26_u1,26,unit_text 唯一命中 clean id=146（parent_id 错位）; sim=0.0864 ngram=0.0
evidence_unit_semantic_no_match,26_u2,26,unit_text 唯一命中 clean id=146（parent_id 错位）; sim=0.0816 ngram=0.0
evidence_unit_semantic_no_match,26_u3,26,unit_text 唯一命中 clean id=146（parent_id 错位）; sim=0.099 ngram=0.0
evidence_unit_semantic_no_match,26_u4,26,unit_text 唯一命中 clean id=146（parent_id 错位）; sim=0.0913 ngram=0.0
evidence_unit_semantic_no_match,26_u5,26,unit_text 唯一命中 clean id=146（parent_id 错位）; sim=0.125 ngram=0.0
evidence_unit_semantic_no_match,27_u1,27,unit_text 唯一命中 clean id=147（parent_id 错位）; sim=0.0759 ngram=0.0
evidence_unit_semantic_no_match,27_u2,27,unit_text 唯一命中 clean id=147（parent_id 错位）; sim=0.0748 ngram=0.0
evidence_unit_semantic_no_match,27_u3,27,unit_text 唯一命中 clean id=147（parent_id 错位）; sim=0.0566 ngram=0.0
evidence_unit_semantic_no_match,27_u4,27,unit_text 唯一命中 clean id=147（parent_id 错位）; sim=0.0465 ngram=0.0
evidence_unit_semantic_no_match,28_u1,28,unit_text 唯一命中 clean id=148（parent_id 错位）; sim=0.098 ngram=0.0
evidence_unit_semantic_no_match,28_u2,28,unit_text 唯一命中 clean id=148（parent_id 错位）; sim=0.1772 ngram=0.0
evidence_unit_semantic_no_match,28_u3,28,unit_text 唯一命中 clean id=148（parent_id 错位）; sim=0.2143 ngram=0.1071
evidence_unit_semantic_no_match,28_u4,28,unit_text 唯一命中 clean id=148（parent_id 错位）; sim=0.0988 ngram=0.0
evidence_unit_semantic_no_match,28_u5,28,unit_text 唯一命中 clean id=148（parent_id 错位）; sim=0.1579 ngram=0.0526
evidence_unit_semantic_no_match,29_u1,29,unit_text 唯一命中 clean id=149（parent_id 错位）; sim=0.0083 ngram=0.0
evidence_unit_semantic_no_match,29_u2,29,unit_text 唯一命中 clean id=149（parent_id 错位）; sim=0.0111 ngram=0.0
evidence_unit_semantic_no_match,29_u3,29,unit_text 唯一命中 clean id=149（parent_id 错位）; sim=0.0138 ngram=0.0
evidence_unit_semantic_no_match,29_u4,29,unit_text 唯一命中 clean id=149（parent_id 错位）; sim=0.0166 ngram=0.0
evidence_unit_semantic_no_match,29_u5,29,unit_text 唯一命中 clean id=149（parent_id 错位）; sim=0.0219 ngram=0.0
evidence_unit_semantic_no_match,29_u6,29,unit_text 唯一命中 clean id=149（parent_id 错位）; sim=0.0251 ngram=0.0667
evidence_unit_semantic_no_match,29_u7,29,unit_text 唯一命中 clean id=149（parent_id 错位）; sim=0.0223 ngram=0.0
evidence_unit_semantic_no_match,30_u1,30,unit_text 唯一命中 clean id=150（parent_id 错位）; sim=0.0641 ngram=0.0
evidence_unit_semantic_no_match,30_u2,30,unit_text 唯一命中 clean id=150（parent_id 错位）; sim=0.0936 ngram=0.0286
evidence_unit_semantic_no_match,30_u3,30,unit_text 唯一命中 clean id=150（parent_id 错位）; sim=0.0805 ngram=0.0256
evidence_unit_semantic_no_match,31_u1,31,unit_text 唯一命中 clean id=151（parent_id 错位）; sim=0.0243 ngram=0.0
evidence_unit_semantic_no_match,31_u2,31,unit_text 唯一命中 clean id=151（parent_id 错位）; sim=0.005 ngram=0.0
evidence_unit_semantic_no_match,31_u3,31,unit_text 唯一命中 clean id=151（parent_id 错位）; sim=0.0329 ngram=0.0
evidence_unit_semantic_no_match,32_u1,32,unit_text 唯一命中 clean id=152（parent_id 错位）; sim=0.0583 ngram=0.0
evidence_unit_semantic_no_match,32_u2,32,unit_text 唯一命中 clean id=152（parent_id 错位）; sim=0.037 ngram=0.0
evidence_unit_semantic_no_match,33_u1,33,unit_text 唯一命中 clean id=153（parent_id 错位）; sim=0.0959 ngram=0.0
evidence_unit_semantic_no_match,33_u2,33,unit_text 唯一命中 clean id=153（parent_id 错位）; sim=0.0625 ngram=0.0
evidence_unit_semantic_no_match,33_u3,33,unit_text 唯一命中 clean id=153（parent_id 错位）; sim=0.0247 ngram=0.0
evidence_unit_semantic_no_match,34_u1,34,unit_text 唯一命中 clean id=154（parent_id 错位）; sim=0.0833 ngram=0.0
evidence_unit_semantic_no_match,34_u2,34,unit_text 唯一命中 clean id=154（parent_id 错位）; sim=0.1913 ngram=0.0
evidence_unit_semantic_no_match,34_u3,34,unit_text 唯一命中 clean id=154（parent_id 错位）; sim=0.112 ngram=0.0
evidence_unit_semantic_no_match,34_u4,34,unit_text 唯一命中 clean id=154（parent_id 错位）; sim=0.0769 ngram=0.0
evidence_unit_semantic_no_match,35_u1,35,unit_text 唯一命中 clean id=155（parent_id 错位）; sim=0.075 ngram=0.0227
evidence_unit_semantic_no_match,35_u2,35,unit_text 唯一命中 clean id=155（parent_id 错位）; sim=0.0627 ngram=0.0
evidence_unit_semantic_no_match,35_u3,35,unit_text 唯一命中 clean id=155（parent_id 错位）; sim=0.0446 ngram=0.0
evidence_unit_semantic_no_match,35_u4,35,unit_text 唯一命中 clean id=155（parent_id 错位）; sim=0.0283 ngram=0.0
evidence_unit_semantic_no_match,35_u5,35,unit_text 唯一命中 clean id=155（parent_id 错位）; sim=0.0586 ngram=0.0
evidence_unit_semantic_no_match,35_u6,35,unit_text 唯一命中 clean id=155（parent_id 错位）; sim=0.0362 ngram=0.0
evidence_unit_semantic_no_match,35_u7,35,unit_text 唯一命中 clean id=155（parent_id 错位）; sim=0.0091 ngram=0.0
evidence_unit_semantic_no_match,35_u8,35,unit_text 唯一命中 clean id=155（parent_id 错位）; sim=0.0278 ngram=0.0
evidence_unit_semantic_no_match,35_u9,35,unit_text 唯一命中 clean id=155（parent_id 错位）; sim=0.0374 ngram=0.0
evidence_unit_semantic_no_match,36_u1,36,unit_text 唯一命中 clean id=156（parent_id 错位）; sim=0.0873 ngram=0.0278
evidence_unit_semantic_no_match,36_u2,36,unit_text 唯一命中 clean id=156（parent_id 错位）; sim=0.0721 ngram=0.0
evidence_unit_semantic_no_match,36_u3,36,unit_text 唯一命中 clean id=156（parent_id 错位）; sim=0.0622 ngram=0.0
evidence_unit_semantic_no_match,37_u1,37,unit_text 唯一命中 clean id=157（parent_id 错位）; sim=0.0265 ngram=0.0
evidence_unit_semantic_no_match,37_u2,37,unit_text 唯一命中 clean id=157（parent_id 错位）; sim=0.069 ngram=0.0
evidence_unit_semantic_no_match,37_u3,37,unit_text 唯一命中 clean id=157（parent_id 错位）; sim=0.1467 ngram=0.0
evidence_unit_semantic_no_match,38_u1,38,unit_text 唯一命中 clean id=158（parent_id 错位）; sim=0.1094 ngram=0.0333
evidence_unit_semantic_no_match,38_u2,38,unit_text 唯一命中 clean id=158（parent_id 错位）; sim=0.1449 ngram=0.025
evidence_unit_semantic_no_match,38_u3,38,unit_text 唯一命中 clean id=158（parent_id 错位）; sim=0.087 ngram=0.0
evidence_unit_semantic_no_match,38_u4,38,unit_text 唯一命中 clean id=158（parent_id 错位）; sim=0.1103 ngram=0.0227
evidence_unit_semantic_no_match,38_u5,38,unit_text 唯一命中 clean id=158（parent_id 错位）; sim=0.0741 ngram=0.0
evidence_unit_semantic_no_match,38_u6,38,unit_text 唯一命中 clean id=158（parent_id 错位）; sim=0.1094 ngram=0.0
evidence_unit_semantic_no_match,38_u7,38,unit_text 唯一命中 clean id=158（parent_id 错位）; sim=0.0595 ngram=0.0145
evidence_unit_semantic_no_match,39_u1,39,unit_text 唯一命中 clean id=159（parent_id 错位）; sim=0.0194 ngram=0.0
evidence_unit_semantic_no_match,39_u2,39,unit_text 唯一命中 clean id=159（parent_id 错位）; sim=0.0171 ngram=0.0
evidence_unit_semantic_no_match,39_u3,39,unit_text 唯一命中 clean id=159（parent_id 错位）; sim=0.0828 ngram=0.0
evidence_unit_semantic_no_match,39_u4,39,unit_text 唯一命中 clean id=159（parent_id 错位）; sim=0.1765 ngram=0.0833
evidence_unit_semantic_no_match,39_u5,39,unit_text 唯一命中 clean id=159（parent_id 错位）; sim=0.0594 ngram=0.0
evidence_unit_semantic_no_match,40_u1,40,unit_text 唯一命中 clean id=160（parent_id 错位）; sim=0.0619 ngram=0.0
evidence_unit_semantic_no_match,40_u2,40,unit_text 唯一命中 clean id=160（parent_id 错位）; sim=0.067 ngram=0.0
evidence_unit_semantic_no_match,41_u1,41,unit_text 唯一命中 clean id=161（parent_id 错位）; sim=0.1 ngram=0.0
evidence_unit_semantic_no_match,41_u2,41,unit_text 唯一命中 clean id=161（parent_id 错位）; sim=0.0442 ngram=0.0
evidence_unit_semantic_no_match,42_u1,42,unit_text 唯一命中 clean id=162（parent_id 错位）; sim=0.0248 ngram=0.0
evidence_unit_semantic_no_match,42_u2,42,unit_text 唯一命中 clean id=162（parent_id 错位）; sim=0.073 ngram=0.0
evidence_unit_semantic_no_match,42_u3,42,unit_text 唯一命中 clean id=162（parent_id 错位）; sim=0.0303 ngram=0.0
evidence_unit_semantic_no_match,43_u1,43,unit_text 唯一命中 clean id=163（parent_id 错位）; sim=0.0355 ngram=0.0
evidence_unit_semantic_no_match,43_u2,43,unit_text 唯一命中 clean id=163（parent_id 错位）; sim=0.0222 ngram=0.0
evidence_unit_semantic_no_match,43_u3,43,unit_text 唯一命中 clean id=163（parent_id 错位）; sim=0.0 ngram=0.0
evidence_unit_semantic_no_match,43_u4,43,unit_text 唯一命中 clean id=163（parent_id 错位）; sim=0.0335 ngram=0.0
evidence_unit_semantic_no_match,43_u5,43,unit_text 唯一命中 clean id=163（parent_id 错位）; sim=0.0245 ngram=0.0
evidence_unit_semantic_no_match,44_u1,44,unit_text 唯一命中 clean id=164（parent_id 错位）; sim=0.0583 ngram=0.0
evidence_unit_semantic_no_match,44_u2,44,unit_text 唯一命中 clean id=164（parent_id 错位）; sim=0.0591 ngram=0.0
evidence_unit_semantic_no_match,44_u3,44,unit_text 唯一命中 clean id=164（parent_id 错位）; sim=0.0485 ngram=0.0
evidence_unit_semantic_no_match,45_u1,45,unit_text 唯一命中 clean id=165（parent_id 错位）; sim=0.0496 ngram=0.0
evidence_unit_semantic_no_match,45_u2,45,unit_text 唯一命中 clean id=165（parent_id 错位）; sim=0.0157 ngram=0.0
evidence_unit_semantic_no_match,45_u3,45,unit_text 唯一命中 clean id=165（parent_id 错位）; sim=0.0958 ngram=0.0
evidence_unit_semantic_no_match,45_u4,45,unit_text 唯一命中 clean id=165（parent_id 错位）; sim=0.0282 ngram=0.0
evidence_unit_semantic_no_match,45_u5,45,unit_text 唯一命中 clean id=165（parent_id 错位）; sim=0.0851 ngram=0.0
evidence_unit_semantic_no_match,45_u6,45,unit_text 唯一命中 clean id=165（parent_id 错位）; sim=0.0667 ngram=0.0
evidence_unit_semantic_no_match,46_u1,46,unit_text 唯一命中 clean id=166（parent_id 错位）; sim=0.0472 ngram=0.0
evidence_unit_semantic_no_match,46_u2,46,unit_text 唯一命中 clean id=166（parent_id 错位）; sim=0.0376 ngram=0.0
evidence_unit_semantic_no_match,47_u1,47,unit_text 唯一命中 clean id=167（parent_id 错位）; sim=0.012 ngram=0.0
evidence_unit_semantic_no_match,47_u2,47,unit_text 唯一命中 clean id=167（parent_id 错位）; sim=0.093 ngram=0.0
evidence_unit_semantic_no_match,47_u3,47,unit_text 唯一命中 clean id=167（parent_id 错位）; sim=0.0345 ngram=0.0
evidence_unit_semantic_no_match,47_u4,47,unit_text 唯一命中 clean id=167（parent_id 错位）; sim=0.037 ngram=0.0
evidence_unit_semantic_no_match,48_u1,48,unit_text 唯一命中 clean id=168（parent_id 错位）; sim=0.0547 ngram=0.0
evidence_unit_semantic_no_match,48_u2,48,unit_text 唯一命中 clean id=168（parent_id 错位）; sim=0.0172 ngram=0.0
evidence_unit_semantic_no_match,48_u3,48,unit_text 唯一命中 clean id=168（parent_id 错位）; sim=0.0648 ngram=0.0333
evidence_unit_semantic_no_match,48_u4,48,unit_text 唯一命中 clean id=168（parent_id 错位）; sim=0.0156 ngram=0.0
evidence_unit_semantic_no_match,48_u5,48,unit_text 唯一命中 clean id=168（parent_id 错位）; sim=0.0317 ngram=0.0
evidence_unit_semantic_no_match,49_u1,49,unit_text 唯一命中 clean id=169（parent_id 错位）; sim=0.0667 ngram=0.0135
evidence_unit_semantic_no_match,49_u2,49,unit_text 唯一命中 clean id=169（parent_id 错位）; sim=0.0661 ngram=0.0
evidence_unit_semantic_no_match,49_u3,49,unit_text 唯一命中 clean id=169（parent_id 错位）; sim=0.0465 ngram=0.0
evidence_unit_semantic_no_match,50_u1,50,unit_text 唯一命中 clean id=170（parent_id 错位）; sim=0.0428 ngram=0.0
evidence_unit_semantic_no_match,50_u2,50,unit_text 唯一命中 clean id=170（parent_id 错位）; sim=0.0455 ngram=0.0
evidence_unit_semantic_no_match,50_u3,50,unit_text 唯一命中 clean id=170（parent_id 错位）; sim=0.0556 ngram=0.0
evidence_unit_semantic_no_match,50_u4,50,unit_text 唯一命中 clean id=170（parent_id 错位）; sim=0.0118 ngram=0.0
evidence_unit_semantic_no_match,51_u1,51,unit_text 唯一命中 clean id=171（parent_id 错位）; sim=0.0359 ngram=0.0
evidence_unit_semantic_no_match,51_u2,51,unit_text 唯一命中 clean id=171（parent_id 错位）; sim=0.0778 ngram=0.0
evidence_unit_semantic_no_match,51_u3,51,unit_text 唯一命中 clean id=171（parent_id 错位）; sim=0.0245 ngram=0.0
evidence_unit_semantic_no_match,52_u1,52,unit_text 唯一命中 clean id=172（parent_id 错位）; sim=0.0615 ngram=0.0
evidence_unit_semantic_no_match,52_u2,52,unit_text 唯一命中 clean id=172（parent_id 错位）; sim=0.0 ngram=0.0
evidence_unit_semantic_no_match,52_u3,52,unit_text 唯一命中 clean id=172（parent_id 错位）; sim=0.0278 ngram=0.0
evidence_unit_semantic_no_match,52_u4,52,unit_text 唯一命中 clean id=172（parent_id 错位）; sim=0.058 ngram=0.0
evidence_unit_semantic_no_match,53_u1,53,unit_text 唯一命中 clean id=173（parent_id 错位）; sim=0.0431 ngram=0.0
evidence_unit_semantic_no_match,54_u1,54,unit_text 唯一命中 clean id=174（parent_id 错位）; sim=0.0172 ngram=0.0
evidence_unit_semantic_no_match,54_u2,54,unit_text 唯一命中 clean id=174（parent_id 错位）; sim=0.0339 ngram=0.1818
evidence_unit_semantic_no_match,54_u3,54,unit_text 唯一命中 clean id=174（parent_id 错位）; sim=0.0088 ngram=0.0
