id,source_type,date,channel,raw_text,url,segment_guess,platform_source,window_tag,theme_bucket,thread_or_video_title,reply_type
11,Bili,,Bili_w1,单纯游戏理解不够，根本不是混不混的问题，海斗普遍吸血的情况下，800块可以大量克制，根本就该每个人都出，因为挂重伤的人死了意味着你也有高风险打不死对面了，就伤害转换的角度，出个重伤多打15%-25%的伤害，只要你的英雄不存在一刀秒和一个技能秒的情况，没有装备能有这个增伤量，比赛里经常三四个人出重伤的，难道比赛里没有前排和辅助？除去对线需求，就是必须要保证覆盖率，说白了就是菜才不爱出。,https://www.bilibili.com/video/BV1GMX5BfE8M,balance_mechanic,Bili,w1,balance_mechanic,海克斯乱斗心理学之为什么你的队友不出重伤,recent_reply
12,Bili,,Bili_w1,一开始我也不信邪，认为ap女枪是邪教，先后试过了暴击攻速流，上去点两枪，人快被aoe干死了，又试了穿甲大招流，大招被打断就有点查无此人了，要么开大原地等着被人切。最后，还得是ap女枪，把对面丢残血了，队友就嗷嗷冲上去了。,https://www.bilibili.com/video/BV1poc2z9ELx,hero_experience,Bili,w1,hero_experience,海克斯大乱斗毒瘤玩家的上网待遇,recent_reply
13,Bili,,Bili_w1,重伤装备现状，我感觉与其怪队友，不如狠狠骂设计师，分明就是设计师不想让大家随意去出。反甲，属性和价格还算不错。但覆盖率就是恶心人，被打能触发肯定是对的，毕竟坦克不容易摸到对面后排。但对面都贴我脸上半天了，凭什么只要他不碰我，就不会被挂重伤？这不恶心人吗？鬼书，看一次想骂一次的装备。按理说法师通常是大范围aoe，是挂重伤的最佳人选。但鬼书2850的价格不算低了，结果要法强没法强，要cd没cd，本身也不提供蓝量。除非我玩的工具人法师，不然玩正常法师，出一次鬼书就要把设计师全家问候一遍。链锯剑，价格属性中规中矩。但战士对装备效果要求挺高，而重伤效果占模严重，重伤装备只有重伤效果。出是能出，但也是捏着鼻子的出。矛盾最尖锐的绿穿和红穿。是，暴击adc几乎都该出绿穿而不是红穿。但凭什么？红穿存在的意义在哪？一个主打为团队牺牲，一个主打输出特化，为什么结果会出现一边倒的情况呢？因为重伤装备垃圾，所以暴击adc要放弃输出特化去为团队牺牲，而红穿的输出特化数值低，收益不够高。在暴击adc通常为团队大核的情况下，这是一件极其反常识的事，是设计师恶心玩家的产物。最后，凭什么重伤装备就这4件？你设计师不是喜欢搞镜像产物吗？怎么有物理版本反甲，却没有魔抗版本反甲？恶心坦克玩家吗？为什么没有带穿甲的重伤装备？逼刺客玩家去选择链锯剑，恶心刺客玩家吗？为什么没有攻速流adc的重伤装备？绿穿红穿都能设计两件，给攻速流英雄设计一件很难吗？总结，队友不出重伤是设计师不想让玩家随意覆盖重伤，重伤就是设计师的跌麻，设计师看见自己跌麻被玩家把玩就急眼，仅此而已。,https://www.bilibili.com/video/BV1GMX5BfE8M,balance_mechanic,Bili,w1,balance_mechanic,海克斯乱斗心理学之为什么你的队友不出重伤,recent_reply
14,Bili,,Bili_w1,海克斯大乱斗看情况重伤该出就出，别等队友，对面血魔多也别考虑自己挂重伤效率高不高，海斗现在这环境大家伤害都高的一，后期团战很容易出现出重伤的辅助或者aoe法师不小心先被秒了，你ad自己不出重伤难道等着输吗？我见过太多自以为自己很c的后排玩家，把把抱着个红穿不撒手，被对面战士刺客大爹两刀剁死然后无能狂怒。,https://www.bilibili.com/video/BV1GMX5BfE8M,balance_mechanic,Bili,w1,balance_mechanic,海克斯乱斗心理学之为什么你的队友不出重伤,recent_reply
15,Bili,,Bili_w1,还不是那个设计师把重伤装备搞那么垃圾，鬼书抱着那b300生命值不放，炼金链锯那点属性和大面具坐一桌了，绿穿自从巨杀被改回来就失去竞争力了，反甲倒是老见坦克出，高额护甲可以无脑叠生命和魔抗了。,https://www.bilibili.com/video/BV1GMX5BfE8M,balance_mechanic,Bili,w1,balance_mechanic,海克斯乱斗心理学之为什么你的队友不出重伤,recent_reply
16,Bili,,Bili_w2,这版本胡羁绊比上版本爽的多，四随机谁玩谁知道，20分钟四十层锻体，四叠四鞭炮也贼夸张。缺点就是胡出来太强了，强到对面没有一点希望，二塔一掉就点了，爽不起来。我现在一胡就在想怎么控温，偶尔死一两波。,https://www.bilibili.com/video/BV1MY6YB3EGh,balance_mechanic,Bili,w2,balance_mechanic,锐评新版本海克斯大乱斗通行证，设计师真的要毁了海克斯大乱斗吗？,recent_reply
17,Bili,,Bili_w2,更新的一坨，之前海克斯好玩是因为合理的海克斯可以更好的发挥每个英雄的特性，让很多本来不适合大乱斗的英雄也能玩起来。现在则是海克斯+羁绊远大于英雄特性本身了，举个例子中东套，任何英雄拿个俯冲轰炸+大运都可以无脑雪球直接冲过去炸就完事。见面就是互秒，无聊的一比,https://www.bilibili.com/video/BV1MY6YB3EGh,balance_mechanic,Bili,w2,balance_mechanic,锐评新版本海克斯大乱斗通行证，设计师真的要毁了海克斯大乱斗吗？,recent_reply
18,Bili,,Bili_w1,其实我觉得一个游戏在大家都不会玩的时候才是最好玩的，因为当一个人自己和他人都会玩后往往都开始注重所谓提升技术，或则说执着于打出一些惊人操作，能意识到队友是猪的拉对面是小代的好而生气，以及各种因素，而海斗则是通过加入新机制，来一定程度上削弱了大部分玩家通过曾经的游戏经验带来的技术提升，并出现很多运气大于操作的游戏体验。从而给了不少人不错的体验吧，不用像排位那么执着输赢和技术，回归了开游戏就是想来把爽局。,https://www.bilibili.com/video/BV1qrwBzdEwZ,balance_mechanic,Bili,w1,balance_mechanic,海克斯大乱斗的火爆是否说明人人超模的加法机制才是正道，抗吧热议,recent_reply
19,Bili,,Bili_w1,我遇到的几个新手，把把出狂徒心之钢当陀螺，然后把把说坐牢，没感觉他们有多爽。按照阵容出装虐对面不比被虐爽吗？,https://www.bilibili.com/video/BV1kRXSBVEDp,hero_experience,Bili,w1,hero_experience,贴吧热议都玩海克斯大乱斗了还惦记胜率干什么？,recent_reply
20,Bili,,Bili_w1,我们阵容5个ad输出，对面两坨大肉，我一个韦鲁斯出ap就这样还有人点我纳什和黄昏呢，关键点我装备的人也不出重伤，还要我单挂一个800重伤剑，其他队友的看不下去了帮我说话，叫他别点了，韦鲁斯ap打肉更快,https://www.bilibili.com/video/BV1kRXSBVEDp,team_interaction,Bili,w1,team_interaction,贴吧热议都玩海克斯大乱斗了还惦记胜率干什么？,recent_reply
21,Bili,,Bili_w1,提莫低等英雄，萨芬纯种高等英雄，w是丢子关键移速，e技能是高贵的穿兵线穿人控制，同类型的妮寇e短的离谱，光辉只能穿两，出了冰杖就是全游戏最高贵的丢子控制，cd也不算长，r在大乱斗地形也是随便放，纯纯的高等英雄，海克斯适配度也高，银色扇巴掌，家园卫士，法师通用类，金色cd，叠角龙系列全能完美消化，法师系都吃，棱彩法师系都吃，残忍裂隙这种拿到也是瞎几把乱杀，怎么玩怎么赢，队友没控制就e抽奖，队友有控制就e后放稳定控制链，总结就是高等丢子英雄,https://www.bilibili.com/video/BV1nDQzBVESY,hero_experience,Bili,w1,hero_experience,海斗为什么会有这样的玩家,recent_reply
22,Bili,,Bili_w1,昨天玩一把海克斯大乱斗，我们前期被对面吊打，我方卡牌点了投降，我们4个人都没点，然后卡牌心态崩了就开始挂机，结果卡牌挂机以后，对面就打不过我们了，我们4打5把对面打的节节败退，最后赢了,https://www.bilibili.com/video/BV1nDQzBVESY,team_interaction,Bili,w1,team_interaction,海斗为什么会有这样的玩家,recent_reply
23,Bili,,Bili_w2,之前海克斯差点还能靠操作弥补一下，现在胡了是真的挡不住，甩个技能特效满天飞，经济高你大几千，也不是说要平衡，但是至少也要给用操作战胜运气的余地吧,https://www.bilibili.com/video/BV1MY6YB3EGh,balance_mechanic,Bili,w2,balance_mechanic,锐评新版本海克斯大乱斗通行证，设计师真的要毁了海克斯大乱斗吗？,recent_reply
24,Bili,,Bili_w1,玩了300多把海斗，印象中提莫没有正战绩过，不管对面还是己方，为什么我会记住提莫的战绩，之前有人提醒我这个英雄是吸队友血的，我就默默记住了,https://www.bilibili.com/video/BV1nDQzBVESY,hero_experience,Bili,w1,hero_experience,海斗为什么会有这样的玩家,recent_reply
25,Bili,,Bili_w2,这个通行证现在分循环任务和周常任务，周常是每周打3把无论输赢给600经验，循环是每两把给200经验；通行证一共32级，150经验升一级，升满需要4800经验。如果像我平时只打人机、打海斗只为了做做任务拿拿活动给的皮肤这样，每周只打三把做个周常的话，一周平均下来是900经验，就打五到六周差不多能打满的样子。我只会玩硬辅和法师，实战体验下来也就那样吧，该乐乐该坐牢坐牢，就是之前做赢一把的任务被elo做局了连跪10把让我很气。顺带一提今天虚空裂隙牛头让我顶爽了。,https://www.bilibili.com/video/BV1MY6YB3EGh,balance_mechanic,Bili,w2,balance_mechanic,锐评新版本海克斯大乱斗通行证，设计师真的要毁了海克斯大乱斗吗？,recent_reply
26,Bili,,Bili_w2,开局领先一个锻造器价值750金币再领先300这就领先一千经济了。后面还有自选的金变彩，还不是质变的随机彩，还有三个强化合剂。有等级跟没等级强度差距不是一点半点，没等级的人就是没体验被暴揍然后退游，加大新玩家入坑的门槛，到时候就剩一群结晶玩家在玩。,https://www.bilibili.com/video/BV1MY6YB3EGh,balance_mechanic,Bili,w2,balance_mechanic,锐评新版本海克斯大乱斗通行证，设计师真的要毁了海克斯大乱斗吗？,recent_reply
27,Bili,,Bili_w2,一、bug多 二、伤害溢出，节奏快，坦克没有生存空间 三、局外成长不平衡,https://www.bilibili.com/video/BV1qZZHBKETw,balance_mechanic,Bili,w2,balance_mechanic,海斗变味了？4 个体验变差的原因，最后一个是大部分玩家的痛,recent_reply
28,Bili,,Bili_w2,感觉现在伤害都太高了，不是你秒我就是我秒你，肉都扛不住，而且海克斯不胡队友死活不点，胡了不是对面点就是队友点,https://www.bilibili.com/video/BV1qZZHBKETw,balance_mechanic,Bili,w2,balance_mechanic,海斗变味了？4 个体验变差的原因，最后一个是大部分玩家的痛,recent_reply
29,Bili,,Bili_w2,现在版本我个人认为最大的问题就是：1.局外养成影响局内游戏，这是MOBA游戏大忌。2.羁绊系统的崩坏，其实是调整弱符文的好工具，弱符文的羁绊就应该是0.5+0.5=2的效果，强符文就是1+1=1的效果，比如你是选择拿一个单个效果的垃圾符文，赌强力的羁绊，还是选择保底，选择当个强力的符文，但是羁绊就很一般。这样对于单次没拿到强力符文的玩家，也是种补偿机制。3.经济系符文和羁绊的数值，经济的优势，是一种无法反制的优势，同时先发永远赢后发，其他符文你还有可能用操作，针对出装来反制，但是经济类不行，数值还要调整。4.还是经济类符文，过于强势且适用性广，挤占了其他符文的选择空间，整局游戏大家都在找经济类符文，海克斯大乱斗变成了极地乱斗极速版。5.坦克位的生存环境恶劣，坦克作为游戏内经济最低的位置，经济类符文的泛滥，心之钢的削弱，导致坦克选出来就成了一个混子，大家就都不太愿意玩坦克了，又成为了丢子大乱斗。总感觉设计师像换人了一样，上版本经济符文保守，这版本直接走向了另一个极端，小蛋糕这种前两个来就是假卡级别的，或者可以考虑进一步削弱金币获取，强调它的治疗效果，敌方只有减速，没有治疗，这样可以作为坦克或者软辅的备选符文，增加这两位置的功能性和经济补充。最后个人要求，能不能删了你那开局锻造器，300你都删了，又不删干净，删完了显得设计师会蠢，所以要保留一部分是吧。up说的总体上我是认可的，原本海克斯乱斗是比较平衡的，极少有天胡打不了的对局，大部分对局都是主要看思路和操作，如果对面坦克横行或者刺客横行，那大概率是因为你们阵容构成本来有问题，符文进一步放大了这个问题，下把开局的时候，你会下意识的补。,https://www.bilibili.com/video/BV1oYFyzBENk,balance_mechanic,Bili,w2,balance_mechanic,新版海克斯大乱斗烂完了？游戏策划锐评海斗抽象更新！设计师，还我海斗😭😭😭！,recent_reply
30,Bili,,Bili_w2,我这几天见到的最多的评价就是这把运气差了点/对面海克斯太糊了，你还知道我运气差呀？我发的海克斯那都是人用的吗，坦克的给射手的射手都给法师的法师的给辅助的辅助的给坦克的？？？羁绊都凑不起来，坦克连钢化你心是什么样子都不知道，我们莎弥拉从来就没亮过剑，对面莎弥拉把把都亮剑。,https://www.bilibili.com/video/BV1oYFyzBENk,balance_mechanic,Bili,w2,balance_mechanic,新版海克斯大乱斗烂完了？游戏策划锐评海斗抽象更新！设计师，还我海斗😭😭😭！,recent_reply
31,Bili,,Bili_w2,不知道你新版玩了多少把，我一开始也是和up一样的观点，接下来我说说深度游玩后我的想法吧，和你的有区别。首先，我目前通行证24级，证明我游玩的次数还是比较多的。新版海克斯随着各个羁绊，其实拓展了大乱斗的玩法，原来就是打团，推塔，现在很多时候变成各路神仙打架，其实有点像之前的斗魂，就是说多重羁绊让后期也有的玩内容。整体给我的体验是优于更新前的。虽然我知道有各种不平衡，但是破题之法不是非要打赢的，总体来说还是可以各得其乐我只能说，战士坦克爽在后期锻体，前期坐牢，丢丢怪前期爽，后期坐牢。其次讲一下局外养成，首先我表态，我也不太支持，但是也有让我惊喜的地方。但是我发现游戏是根据玩家的通行证等级匹配的（当然不完全是，有这个因素），我没有初始金币，我的队友基本上也没有。其次，通行证让这个游戏有了追求，肝是一方面，让你有了新的获得感和乐子，我觉得还可以，但是平衡性做的确实有待商榷。,https://www.bilibili.com/video/BV1oYFyzBENk,balance_mechanic,Bili,w2,balance_mechanic,新版海克斯大乱斗烂完了？游戏策划锐评海斗抽象更新！设计师，还我海斗😭😭😭！,recent_reply
32,Bili,,Bili_w2,玩了十几把新版海斗果断退坑了，主要还是因为平衡崩坏了。上个版本即使遇到对面一两个天胡的，这边只要想赢还是可以通过沟通团队合作，抓对面失误，卡复活时间，强开打人数差等等用操作和一点运营思路翻盘。这个版本就是一直打架激情互秒，要么被虐，要么无脑屠杀，几乎都是一边倒的对局，少了很多拉扯，操作和博弈的乐趣，而少了的这些我认为就是英雄联盟这个游戏的精髓。,https://www.bilibili.com/video/BV1oYFyzBENk,balance_mechanic,Bili,w2,balance_mechanic,新版海克斯大乱斗烂完了？游戏策划锐评海斗抽象更新！设计师，还我海斗😭😭😭！,recent_reply
33,Bili,,Bili_w2,海斗至少不会全是丢丢怪的天下，有时候玩普通大乱斗对面丢子多就是坐牢局，就算赢了也感觉很心累，海斗感觉至少有那一丝抽到好海克斯的希望,https://www.bilibili.com/video/BV1Wm2QBNEHa,balance_mechanic,Bili,w2,balance_mechanic,海克斯大乱斗上线后为什么有很多玩家又回归普通大乱斗？,recent_reply
34,Bili,,Bili_w2,海克斯大乱斗跟这个普通大乱斗不一样的点在于普通大乱斗英雄一抽完差不多知道结局了，海克斯大乱斗每次符文对每个英雄都可能带来质变，不确定性很多。,https://www.bilibili.com/video/BV1Wm2QBNEHa,balance_mechanic,Bili,w2,balance_mechanic,海克斯大乱斗上线后为什么有很多玩家又回归普通大乱斗？,recent_reply
35,Bili,,Bili_w2,我感觉最大的问题就是 它是大乱斗 你想玩一个套路你甚至得先赌自己这一把有没有玩这个套路的资格 在此基础的恶性体验最上限是一随到自己既不会玩+不知道适用什么套路的英雄+天谴海克斯 对局十分熟练完全知道怎么玩+知道适用套路+天胡海克斯 就会导致对局完全没有任何体验 但凡依旧大乱斗地图但是改成英雄自选都比现在好 至少能保证在天谴海克斯的情况下自己至少能发挥英雄本身的实力来应对对面 而不是完全没有任何可用操作,https://www.bilibili.com/video/BV1Wm2QBNEHa,balance_mechanic,Bili,w2,balance_mechanic,海克斯大乱斗上线后为什么有很多玩家又回归普通大乱斗？,recent_reply
36,Bili,,Bili_w2,确实，对面来2个2500，搞个小蛋糕，我们这边没有，就没法打，装备碾压了，昨天我一个400护甲的老黑被对面菜刀队融了就离谱，雪球进去开w死了。还有开局锻造器太亏贼了，别人银的我彩的，开局25%全吸，比别人多个吸血习性，对面怎么打，昨天一把狮子狗开局20固穿，队友天使25%全吸，因为是6级前锻出的，天使是近战，不会减半，再配上9级给的大红药，直接给对面打投了，第三个海克斯都没见着。,https://www.bilibili.com/video/BV11yFszbEpa,balance_mechanic,Bili,w2,balance_mechanic,海克斯大乱斗玩不下去了,recent_reply
37,Bili,,Bili_w2,遇到个10秒一个大的死歌，我玩的老鼠，活不过20秒，然后自己这边三个肉一个刺客，就我和刺客有输出，两个肉开黑的炼金和锤石一直不点，还嘲讽我们就是这样玩游戏的光点投降？人家死歌也不推，就一直在家放大，我复活20秒必死。给我气的使劲喷这个炼金,https://www.bilibili.com/video/BV1ytiCBSEjy,team_interaction,Bili,w2,team_interaction,海克斯和乱斗老是投降的两类人,recent_reply
38,Bili,,Bili_w2,总场数600多盘但是我现在已经不想玩了，一坨大便的平衡性，强化越来越非人类，坦克得不到经济补充后排装备起得比前排快，路人局普遍不想玩前排整一盘阵容畸形到不得了还有那鬼一样的海克斯池子，你就玩吧,https://www.bilibili.com/video/BV1oYFyzBENk,balance_mechanic,Bili,w2,balance_mechanic,新版海克斯大乱斗烂完了？游戏策划锐评海斗抽象更新！设计师，还我海斗😭😭😭！,recent_reply
39,Bili,,Bili_w2,最近我是真感觉池子被污染了，谁家剑圣、瘸子池子里有尤里卡、神射这种法师海克斯，我打了好几场的瘸子，全给法师海克斯，碎片一堆法穿法强，一点穿甲攻击不给,https://www.bilibili.com/video/BV1oYFyzBENk,balance_mechanic,Bili,w2,balance_mechanic,新版海克斯大乱斗烂完了？游戏策划锐评海斗抽象更新！设计师，还我海斗😭😭😭！,recent_reply
40,Bili,,Bili_w2,很多人就喜欢不平衡，越不平越支持，说娱乐模式就是要不公平，不然像排位无限斗魂越平衡越暴死。我还是觉得海斗步子迈大了，加速暴死，之前都是什么丢子王朝，坦克王朝，只有建议不玩什么，没说不好玩不够爽，现在出现两极分化了，一边说太爽太好玩了，一边说无论输赢对局太快，没爽就结束，拿不到好的符文投，没对面好的投，二塔没了投，为了局外奖励投，人头全被K战绩不好投,https://www.bilibili.com/video/BV1qjcMzqEcV,balance_mechanic,Bili,w2,balance_mechanic,千万不要单排海克斯！！！！！！,recent_reply
41,Bili,,Bili_w2,测试服出羁绊的时候我就说了，原本挺好玩的出了羁绊看似选择更多其实选择更少了，因为固定强度的羁绊比随机搭配符文提升更大更稳定。本来就是娱乐模式，大家都是玩创新科技的，你出了一个稳定提升能力的羁绊系统，胜负欲望强的肯定就是选不需要赌命的英雄，稳定羁绊类海克斯，每把都能遇到，就跟加强版峡谷一样，海克斯的精神丢失了，娱乐不起来。,https://www.bilibili.com/video/BV1JhFYz3EeA,balance_mechanic,Bili,w2,balance_mechanic,新版本海克斯大乱斗正在杀死游戏悬念,recent_reply
42,Bili,,Bili_w2,过于娱乐化，导致大乱斗本身的竞技性没了，从为英雄定制海克斯变成为凑羁绊拿海克斯，阵容和英雄还有手法熟练度对对局的影响力下滑太多了，玩起来反而乏味。看到对面神人拿到胡牌海克斯用猪鼻操作大杀四方，感觉像吃了坨谢特，玩回普通乱斗了。,https://www.bilibili.com/video/BV1JhFYz3EeA,balance_mechanic,Bili,w2,balance_mechanic,新版本海克斯大乱斗正在杀死游戏悬念,recent_reply
43,Bili,,Bili_w2,新版本海斗没有英雄和海克斯联动的乐趣，全在凑羁绊，没羁绊的海克斯天生低人一等，上版本很多能作为保本选的海克斯这版本因为不带羁绊导致玩家看都不想看一眼，选海克斯从和英雄的适配性考虑变成能不能凑出羁绊，一些弱势海克斯不仅没加强也没进羁绊系统，而红包小蛋糕捐赠缩小引擎这些本身强度都超模到天上去的海克斯却还能进羁绊系统。,https://www.bilibili.com/video/BV1JhFYz3EeA,balance_mechanic,Bili,w2,balance_mechanic,新版本海克斯大乱斗正在杀死游戏悬念,recent_reply
44,Bili,,Bili_w2,作为娱乐模式，最重要的不应该是用海克斯强化增加新的玩法吗？比如我玩盖伦，拿到一板一眼我可以考虑玩爆穿攻速流，拿到钢化你心玩肉之类的，怎么就非得做出来一堆数值羁绊数值海克斯呢？现在这一改完所有人无脑找经济羁绊和锻造器羁绊，这玩意到后面就是数值碾压你，玩起来恶心的一批。那个俯冲轰炸羁绊和全自动羁绊不是设计的挺有想法吗？为啥非得走数值路子呢？,https://www.bilibili.com/video/BV1JhFYz3EeA,balance_mechanic,Bili,w2,balance_mechanic,新版本海克斯大乱斗正在杀死游戏悬念,recent_reply
45,Bili,,Bili_w2,这版本丢子太恶心了 都说娱乐模式不需要平衡 但是丢子是最影响游戏体验的 十个人互丢的局更是走位练习 毫无体验感 坦克稍微强点可以让战士射手刺客以及坦克本身都有游戏体验 丢子只能让自己获得游戏体验 丢爽了后期还是会被翻 恶心得很,https://www.bilibili.com/video/BV11yFszbEpa,balance_mechanic,Bili,w2,balance_mechanic,海克斯大乱斗玩不下去了,recent_reply
46,Bili,,Bili_w2,现在肉压根玩不了，像小丑一样，我不理解钢为啥削到百6，没刚化你心出钢跟浪费钱没啥区别了，全是丢子伤害还高的不行，玩adc想玩神龙烈焰，狠着出魔法飞弹？选个大虫子玩刚化你心，第二个给我出踢踏舞？卡池还更垃圾了很多纯法师居然会出法转物，设计师左右脑互搏，蛋糕这东西的数值为啥能活出测试服，我说白了必须得做卡池区分，不然设计出来的东西他们自己驾驭不了,https://www.bilibili.com/video/BV1JhFYz3EeA,balance_mechanic,Bili,w2,balance_mechanic,新版本海克斯大乱斗正在杀死游戏悬念,recent_reply
47,Bili,,Bili_w2,这模式一旦没人爱玩前排就是纯坐牢，两边都是丢子互丢和刺客对秒，纯折磨，我玩大乱斗就是来无脑战斗的，我还得躲弹幕一样的游戏，我还得小心那个比小丑和法师莫名其妙的飞弹，那个比骰子和金币羁绊一旦糊起来就是纯纯的成帝，还有海克斯需要通行证解锁又是哪个设计师脑子进大分了设计出来的？我玩的少天生低人一等？,https://www.bilibili.com/video/BV1JhFYz3EeA,balance_mechanic,Bili,w2,balance_mechanic,新版本海克斯大乱斗正在杀死游戏悬念,recent_reply
48,Bili,,Bili_w2,我的建议是直接加一个棱彩海克斯，而且只能极地地图有概率出现，叫做极寒渊狱，效果非常简单因为风暴的影响不受到450码以外任何伤害--实际上就是赵信大招。直接选到就不让丢子玩了，这个海克斯甚至可以出现概率非常低，地图1/3概率，加出彩概率，加降低其本身出现概率。其存在的核心意义是“威慑纪元”，你选五个丢子之前要掂量一下，对面有没有可能拿到这个海克斯直接一个打五个开爽。这样既不真正削弱其它海克斯，和丢子玩家的实际游玩体验，还能减少丢子,https://www.bilibili.com/video/BV11yFszbEpa,balance_mechanic,Bili,w2,balance_mechanic,海克斯大乱斗玩不下去了,recent_reply
49,Bili,,Bili_w2,1. 近战海克斯和远程海克斯不作区分是最蠢的设计；2. 全能吸血需要削弱，不然本身缺伤害的英雄一辈子打不赢一个有全能吸血的脆皮；3. 削弱移速类海克斯或者降低前期的数值；4. 削弱当前版本人人都有的气定神闲前期强度。,https://www.bilibili.com/video/BV11yFszbEpa,balance_mechanic,Bili,w2,balance_mechanic,海克斯大乱斗玩不下去了,recent_reply
